TeamID,EndID,ScoreDiff,Hammer,RefPPAvail,OppPPAvail,BTAbilityDiff,ActualDecision,OptimalDecision,ActualWP,OptimalWP,WPDiff,DecisionCorrect
27,3,-2,1,1,1,0.14845666860313306,0,0,0.3235724130777002,0.3235724130777002,0.0,1
18,4,0,1,1,1,-0.14845666860313306,0,0,0.5437922307798914,0.5437922307798914,0.0,1
27,5,-3,1,1,1,0.14845666860313306,0,0,0.1892788826765648,0.1892788826765648,0.0,1
18,6,2,1,1,1,-0.14845666860313306,0,0,0.866299976007161,0.866299976007161,0.0,1
27,7,-3,1,1,1,0.14845666860313306,0,1,0.10397986748013216,0.11066430368577145,-0.006684436205639285,0
18,8,0,1,1,1,-0.14845666860313306,0,1,0.6737347864905454,0.7524622046065668,-0.07872741811602135,0
19,1,0,1,1,1,1.470698067196401,0,0,0.8467316378072189,0.8467316378072189,0.0,1
43,2,-1,1,1,1,-1.470698067196401,0,0,0.14817626181797725,0.14817626181797725,0.0,1
19,3,-1,1,1,1,1.470698067196401,0,0,0.7235305471585447,0.7235305471585447,0.0,1
43,4,-1,1,1,1,-1.470698067196401,0,0,0.18237704360245802,0.18237704360245802,0.0,1
19,5,0,1,1,1,1.470698067196401,0,1,0.7853601606511268,0.7859970640815281,-0.0006369034304013477,0
19,6,-1,1,1,1,1.470698067196401,1,0,0.6244090116804349,0.6432361383042666,-0.01882712662383168,0
43,7,0,1,1,0,-1.470698067196401,1,1,0.52728894681444,0.52728894681444,0.0,1
22,1,0,1,1,1,-0.4550783775596928,0,0,0.46572232304939964,0.46572232304939964,0.0,1
46,2,-1,1,1,1,0.4550783775596928,0,0,0.5212795657716217,0.5212795657716217,0.0,1
46,3,-4,1,1,1,0.4550783775596928,0,0,0.13135459350383263,0.13135459350383263,0.0,1
46,4,-5,1,1,1,0.4550783775596928,1,0,0.04510708088603971,0.05064060488691486,-0.005533524000875152,0
22,5,4,1,1,0,-0.4550783775596928,0,0,0.9717421891695402,0.9717421891695402,0.0,1
22,7,4,1,1,0,-0.4550783775596928,0,1,0.9949872586462828,0.9962432795420676,-0.001256020895784804,0
19,1,0,1,1,1,0.4997949714976148,0,0,0.6304867387117161,0.6304867387117161,0.0,1
46,2,-1,1,1,1,-0.4997949714976148,0,0,0.36369227291846096,0.36369227291846096,0.0,1
19,3,0,1,1,1,0.4997949714976148,0,0,0.6158763003644435,0.6158763003644435,0.0,1
46,4,-1,1,1,1,-0.4997949714976148,0,0,0.3655680449219953,0.3655680449219953,0.0,1
46,5,-2,1,1,1,-0.4997949714976148,0,0,0.24646511546586913,0.24646511546586913,0.0,1
46,6,-3,1,1,1,-0.4997949714976148,1,0,0.10626129918470284,0.12168414695438654,-0.015422847769683695,0
19,7,0,1,1,0,0.4997949714976148,1,1,0.7195494329393999,0.7195494329393999,0.0,1
18,1,0,1,1,1,-0.5811750262153903,0,0,0.42255707169753776,0.42255707169753776,0.0,1
18,2,-3,1,1,1,-0.5811750262153903,0,0,0.15674834787232406,0.15674834787232406,0.0,1
10,3,2,1,1,1,0.5811750262153903,0,0,0.8397043267696277,0.8397043267696277,0.0,1
18,4,-3,1,1,1,-0.5811750262153903,0,0,0.1316363127934642,0.1316363127934642,0.0,1
10,5,2,1,1,1,0.5811750262153903,0,0,0.8704685454368263,0.8704685454368263,0.0,1
18,6,-4,1,1,1,-0.5811750262153903,1,0,0.03217670014449507,0.04295504603038787,-0.010778345885892798,0
10,7,2,1,1,0,0.5811750262153903,0,1,0.9486836552477728,0.9542488702685791,-0.005565215020806313,0
17,1,0,1,1,1,-0.4788363735730974,0,0,0.46353420418987745,0.46353420418987745,0.0,1
17,2,-3,1,1,1,-0.4788363735730974,0,0,0.1813060545463147,0.1813060545463147,0.0,1
24,3,-2,1,1,1,0.4788363735730974,0,0,0.3642291104146141,0.3642291104146141,0.0,1
17,4,0,1,1,1,-0.4788363735730974,0,0,0.4863460340942015,0.4863460340942015,0.0,1
24,5,-1,1,1,1,0.4788363735730974,0,0,0.4978321308981543,0.4978321308981543,0.0,1
17,6,-1,1,1,1,-0.4788363735730974,1,0,0.3770479938262593,0.4035883557251419,-0.026540361898882592,0
24,8,1,1,1,0,0.4788363735730974,1,1,0.8884804438752001,0.8884804438752001,0.0,1
24,1,0,1,1,1,1.647718526616685,0,0,0.8561480913352376,0.8561480913352376,0.0,1
22,2,-4,1,1,1,-1.647718526616685,0,0,0.03146023737605391,0.03146023737605391,0.0,1
22,3,-5,1,1,1,-1.647718526616685,1,0,0.0058550240241435295,0.009004191507785518,-0.003149167483641989,0
24,4,4,1,1,0,1.647718526616685,0,0,0.9949267379959302,0.9949267379959302,0.0,1
43,1,0,1,1,1,-1.6794166305937375,0,0,0.18837437943896473,0.18837437943896473,0.0,1
10,2,-1,1,1,1,1.6794166305937375,0,0,0.7714703367958795,0.7714703367958795,0.0,1
43,3,-1,1,1,1,-1.6794166305937375,0,0,0.15307775135567692,0.15307775135567692,0.0,1
43,4,-3,1,1,1,-1.6794166305937375,0,0,0.05893114590387416,0.05893114590387416,0.0,1
10,5,1,1,1,1,1.6794166305937375,0,1,0.8774687473987886,0.8779464102168612,-0.00047766281807259947,0
43,6,-3,1,1,1,-1.6794166305937375,1,0,0.04600240109069282,0.06062545950276798,-0.01462305841207516,0
10,7,2,1,1,0,1.6794166305937375,0,1,0.9779892365662775,0.980400830053816,-0.0024115934875384992,0
27,1,0,1,1,1,0.27579517728269426,0,0,0.5870454055326115,0.5870454055326115,0.0,1
46,2,-2,1,1,1,-0.27579517728269426,0,0,0.31943645737407883,0.31943645737407883,0.0,1
46,3,-3,1,1,1,-0.27579517728269426,0,0,0.19887395581064976,0.19887395581064976,0.0,1
27,4,2,1,1,1,0.27579517728269426,0,0,0.8248701282116776,0.8248701282116776,0.0,1
46,5,-5,1,1,1,-0.27579517728269426,1,0,0.03370616295449864,0.03795005771974392,-0.004243894765245282,0
27,6,2,1,1,0,0.27579517728269426,0,0,0.9029751594530978,0.9029751594530978,0.0,1
27,7,0,1,1,0,0.27579517728269426,1,1,0.6884896161196405,0.6884896161196405,0.0,1
19,1,0,1,1,1,0.14149011722640636,0,0,0.5796155952897182,0.5796155952897182,0.0,1
20,2,-1,1,1,1,-0.14149011722640636,0,0,0.43181128415865555,0.43181128415865555,0.0,1
19,3,0,1,1,1,0.14149011722640636,0,0,0.5683436447619845,0.5683436447619845,0.0,1
20,4,-1,1,1,1,-0.14149011722640636,0,0,0.4228973913804912,0.4228973913804912,0.0,1
19,5,0,1,1,1,0.14149011722640636,0,0,0.5899232393886883,0.5899232393886883,0.0,1
19,6,-2,1,1,1,0.14149011722640636,1,0,0.2559970488196424,0.2995049111871767,-0.04350786236753429,0
20,7,-1,1,1,0,-0.14149011722640636,1,1,0.45104375259467044,0.45104375259467044,0.0,1
17,1,0,1,1,1,0.7138037754838946,0,0,0.7039563290358881,0.7039563290358881,0.0,1
46,2,-4,1,1,1,-0.7138037754838946,0,0,0.09137359343451276,0.09137359343451276,0.0,1
46,3,-6,1,1,1,-0.7138037754838946,1,0,0.008077894502194255,0.012369352752232428,-0.004291458250038172,0
17,4,5,1,1,0,0.7138037754838946,0,0,0.9915592972327615,0.9915592972327615,0.0,1
17,6,3,1,1,0,0.7138037754838946,1,0,0.9670997755448848,0.9721038350144375,-0.005004059469552735,0
19,1,0,1,1,1,0.3724564628180536,0,0,0.6039040091255111,0.6039040091255111,0.0,1
18,2,-2,1,1,1,-0.3724564628180536,0,0,0.29427672057521675,0.29427672057521675,0.0,1
19,3,1,1,1,1,0.3724564628180536,0,0,0.7084923406706741,0.7084923406706741,0.0,1
18,4,-2,1,1,1,-0.3724564628180536,0,0,0.27506100792291716,0.27506100792291716,0.0,1
18,5,-3,1,1,1,-0.3724564628180536,1,0,0.1445518365953649,0.16252209288501812,-0.017970256289653208,0
20,1,0,1,1,1,1.3292079499699945,0,0,0.8022924687604849,0.8022924687604849,0.0,1
43,2,-2,1,1,1,-1.3292079499699945,0,0,0.11119644152528066,0.11119644152528066,0.0,1
20,3,1,1,1,1,1.3292079499699945,0,0,0.8529901218531256,0.8529901218531256,0.0,1
43,4,-2,1,1,1,-1.3292079499699945,0,0,0.12348751822072773,0.12348751822072773,0.0,1
20,5,0,1,1,1,1.3292079499699945,0,1,0.7574409093286212,0.7648355277293343,-0.007394618400713093,0
43,6,-3,1,1,1,-1.3292079499699945,1,0,0.04837651257735429,0.06160817444973525,-0.013231661872380958,0
20,7,1,1,1,0,1.3292079499699945,1,1,0.9323504021911432,0.9323504021911432,0.0,1
22,1,0,1,1,1,-0.730873554842387,0,0,0.3985287240698702,0.3985287240698702,0.0,1
27,2,-1,1,1,1,0.730873554842387,0,0,0.5993357033780751,0.5993357033780751,0.0,1
22,3,-1,1,1,1,-0.730873554842387,0,0,0.3048290567336998,0.3048290567336998,0.0,1
22,4,-4,1,1,1,-0.730873554842387,1,0,0.04683057068156169,0.06578173825242184,-0.01895116757086015,0
27,5,3,1,1,0,0.730873554842387,0,0,0.9558882770828381,0.9558882770828381,0.0,1
27,7,3,1,1,0,0.730873554842387,1,1,0.9869361294899269,0.9869361294899269,0.0,1
10,1,0,1,1,1,0.20871856339733663,0,0,0.5847236729453997,0.5847236729453997,0.0,1
10,2,-1,1,1,1,0.20871856339733663,0,0,0.47897338341407597,0.47897338341407597,0.0,1
10,3,-2,1,1,1,0.20871856339733663,0,0,0.3291272982104249,0.3291272982104249,0.0,1
19,4,1,1,1,1,-0.20871856339733663,0,0,0.6853072098083828,0.6853072098083828,0.0,1
10,5,-4,1,1,1,0.20871856339733663,1,0,0.08610492946244037,0.10433544317906251,-0.01823051371662214,0
19,6,3,1,1,0,-0.20871856339733663,0,0,0.9595854272642084,0.9595854272642084,0.0,1
24,1,0,1,1,1,1.192640149056992,0,0,0.7602797922259127,0.7602797922259127,0.0,1
24,2,-1,1,1,1,1.192640149056992,0,0,0.6541266084200633,0.6541266084200633,0.0,1
46,3,-1,1,1,1,-1.192640149056992,0,0,0.2362907339796366,0.2362907339796366,0.0,1
46,4,-2,1,1,1,-1.192640149056992,0,0,0.1607522976395068,0.1607522976395068,0.0,1
24,5,1,1,1,1,1.192640149056992,0,1,0.8328490979576495,0.8339828791985365,-0.001133781240887033,0
46,6,-2,1,1,1,-1.192640149056992,1,0,0.13525322653145194,0.15777986219225595,-0.022526635660804012,0
24,7,1,1,1,0,1.192640149056992,0,1,0.9017826635057021,0.9185010518758685,-0.01671838837016637,0
24,1,0,1,1,1,0.9168449717742978,0,0,0.7331701169281132,0.7331701169281132,0.0,1
27,2,-1,1,1,1,-0.9168449717742978,0,0,0.30638240303723474,0.30638240303723474,0.0,1
24,3,0,1,1,1,0.9168449717742978,0,0,0.7122921660733978,0.7122921660733978,0.0,1
24,4,-1,1,1,1,0.9168449717742978,0,0,0.6110483410305056,0.6110483410305056,0.0,1
27,5,-1,1,1,1,-0.9168449717742978,0,0,0.3383769285569773,0.3383769285569773,0.0,1
27,6,-2,1,1,1,-0.9168449717742978,1,0,0.18647695730332664,0.217302974774771,-0.030826017471444367,0
24,7,0,1,1,0,0.9168449717742978,1,1,0.7805773715902008,0.7805773715902008,0.0,1
43,1,0,1,1,1,-1.6847068711826807,0,0,0.18611741162008325,0.18611741162008325,0.0,1
17,2,-1,1,1,1,1.6847068711826807,0,0,0.7719027832636187,0.7719027832636187,0.0,1
43,3,-1,1,1,1,-1.6847068711826807,0,0,0.14941884516262174,0.14941884516262174,0.0,1
43,4,-2,1,1,1,-1.6847068711826807,0,0,0.10779443555201,0.10779443555201,0.0,1
43,5,-3,1,1,1,-1.6847068711826807,1,0,0.04875227229470738,0.05809712157794473,-0.009344849283237346,0
17,6,1,1,1,0,1.6847068711826807,1,0,0.9063924982415634,0.9186681932104963,-0.012275694968932882,0
18,1,0,1,1,1,0.582416886239254,0,0,0.6555200209910215,0.6555200209910215,0.0,1
22,2,-3,1,1,1,-0.582416886239254,0,0,0.15674834787232406,0.15674834787232406,0.0,1
22,3,-4,1,1,1,-0.582416886239254,0,0,0.0682088257843724,0.0682088257843724,0.0,1
22,4,-7,1,1,1,-0.582416886239254,1,0,0.0017166719797459414,0.0028266797918648752,-0.0011100078121189338,0
18,7,7,1,1,0,0.582416886239254,1,1,0.9999995564315916,0.9999995564315916,0.0,1
20,1,0,1,1,1,-0.350208680623743,0,0,0.5126658213583408,0.5126658213583408,0.0,1
10,2,-1,1,1,1,0.350208680623743,0,0,0.4963648118394993,0.4963648118394993,0.0,1
20,3,0,1,1,1,-0.350208680623743,0,0,0.5124929771290191,0.5124929771290191,0.0,1
10,4,-1,1,1,1,0.350208680623743,0,0,0.4794933365642393,0.4794933365642393,0.0,1
20,5,0,1,1,1,-0.350208680623743,0,0,0.5461220723861129,0.5461220723861129,0.0,1
20,6,-1,1,1,1,-0.350208680623743,1,0,0.4008276389022352,0.4385975436874171,-0.037769904785181885,0
22,1,0,1,1,1,-0.8133832318309012,0,0,0.38957614549761255,0.38957614549761255,0.0,1
22,2,-1,1,1,1,-0.8133832318309012,0,0,0.3001043065267686,0.3001043065267686,0.0,1
20,3,-2,1,1,1,0.8133832318309012,0,0,0.4441079767428691,0.4441079767428691,0.0,1
22,4,-1,1,1,1,-0.8133832318309012,0,0,0.3137012950953444,0.3137012950953444,0.0,1
20,5,-3,1,1,1,0.8133832318309012,0,0,0.26947115157573065,0.26947115157573065,0.0,1
22,6,0,1,1,1,-0.8133832318309012,1,0,0.4724939670426579,0.49767767964942666,-0.02518371260676877,0
20,7,0,1,1,0,0.8133832318309012,1,1,0.7449469357150815,0.7449469357150815,0.0,1
43,1,0,1,1,1,-1.2466982729814804,0,0,0.3174679987103157,0.3174679987103157,0.0,1
43,2,-1,1,1,1,-1.2466982729814804,0,0,0.23599667312670927,0.23599667312670927,0.0,1
27,3,-1,1,1,1,1.2466982729814804,0,0,0.6269701452428019,0.6269701452428019,0.0,1
27,4,-2,1,1,1,1.2466982729814804,0,0,0.506622196360163,0.506622196360163,0.0,1
27,5,-3,1,1,1,1.2466982729814804,1,1,0.33091816646587335,0.33091816646587335,0.0,1
43,6,0,1,1,0,-1.2466982729814804,1,0,0.44701263230947136,0.48714034948260154,-0.040127717173130184,0
17,1,0,1,1,1,0.21400880398627986,0,0,0.5846665973975254,0.5846665973975254,0.0,1
19,2,-2,1,1,1,-0.21400880398627986,0,0,0.3198100767239695,0.3198100767239695,0.0,1
17,3,1,1,1,1,0.21400880398627986,0,0,0.6967071147576981,0.6967071147576981,0.0,1
19,4,-2,1,1,1,-0.21400880398627986,0,0,0.29744016811154683,0.29744016811154683,0.0,1
17,5,1,1,1,1,0.21400880398627986,0,0,0.7333497227583503,0.7333497227583503,0.0,1
19,6,-2,1,1,1,-0.21400880398627986,1,0,0.24035825802285737,0.27656253124491376,-0.03620427322205638,0
46,1,0,1,1,1,-0.1273385086795612,0,0,0.5378163439256767,0.5378163439256767,0.0,1
18,2,-2,1,1,1,0.1273385086795612,0,0,0.354476719192368,0.354476719192368,0.0,1
18,3,-3,1,1,1,0.1273385086795612,0,0,0.21792860920791637,0.21792860920791637,0.0,1
46,4,2,1,1,1,-0.1273385086795612,0,0,0.8056907175072056,0.8056907175072056,0.0,1
46,5,-1,1,1,1,-0.1273385086795612,0,0,0.4225188045370035,0.4225188045370035,0.0,1
46,6,-3,1,1,1,-0.1273385086795612,1,0,0.13197404408111357,0.15222741716606836,-0.020253373084954784,0
18,7,0,1,1,0,0.1273385086795612,1,1,0.6860642157485659,0.6860642157485659,0.0,1
43,1,0,1,1,1,-2.163543244755778,0,0,0.1165068033924177,0.1165068033924177,0.0,1
43,2,-3,1,1,1,-2.163543244755778,0,0,0.0315705670175147,0.0315705670175147,0.0,1
43,3,-4,1,1,1,-2.163543244755778,0,0,0.01522075826496447,0.01522075826496447,0.0,1
24,4,3,1,1,1,2.163543244755778,0,0,0.9721636535548298,0.9721636535548298,0.0,1
43,5,-4,1,1,1,-2.163543244755778,1,0,0.01814534770929948,0.020258380053095257,-0.0021130323437957774,0
24,6,1,1,1,0,2.163543244755778,0,0,0.914450046478578,0.914450046478578,0.0,1
22,1,0,1,1,1,-1.1635919124546443,0,0,0.321768375336157,0.321768375336157,0.0,1
10,2,-1,1,1,1,1.1635919124546443,0,0,0.6502351772277535,0.6502351772277535,0.0,1
22,3,0,1,1,1,-1.1635919124546443,0,0,0.35026387361643074,0.35026387361643074,0.0,1
10,4,-1,1,1,1,1.1635919124546443,0,0,0.6259703957582345,0.6259703957582345,0.0,1
22,5,0,1,1,1,-1.1635919124546443,0,0,0.403145777291788,0.403145777291788,0.0,1
22,6,-1,1,1,1,-1.1635919124546443,1,0,0.28411459493616564,0.3008404968658578,-0.016725901929692144,0
10,7,-1,1,1,0,1.1635919124546443,1,1,0.5965452758184883,0.5965452758184883,0.0,1
46,1,0,1,1,1,-0.7085135348949514,0,0,0.40244270695043327,0.40244270695043327,0.0,1
10,2,-3,1,1,1,0.7085135348949514,0,0,0.37438957594461447,0.37438957594461447,0.0,1
10,3,-5,1,1,1,0.7085135348949514,1,0,0.10027123461434084,0.11644857008819084,-0.016177335473850002,0
46,6,3,1,1,0,-0.7085135348949514,0,0,0.9340810095633553,0.9340810095633553,0.0,1
46,8,1,1,1,0,-0.7085135348949514,1,1,0.7992714601078952,0.7992714601078952,0.0,1
19,1,0,1,1,1,-0.6928451775593772,0,0,0.4011332917729583,0.4011332917729583,0.0,1
24,2,-2,1,1,1,0.6928451775593772,0,0,0.4826368718732609,0.4826368718732609,0.0,1
19,3,1,1,1,1,-0.6928451775593772,0,0,0.5652715300039778,0.5652715300039778,0.0,1
19,4,0,1,1,1,-0.6928451775593772,0,0,0.44470840721350496,0.44470840721350496,0.0,1
19,5,-1,1,1,1,-0.6928451775593772,0,0,0.3461507911140204,0.3461507911140204,0.0,1
24,6,-2,1,1,1,0.6928451775593772,1,0,0.34559928962996933,0.37111743342718745,-0.025518143797218118,0
19,7,-3,1,1,0,-0.6928451775593772,1,1,0.11019428167998968,0.11019428167998968,0.0,1
18,1,0,1,1,1,-0.23096634559164725,0,0,0.5337727211931156,0.5337727211931156,0.0,1
20,2,-3,1,1,1,0.23096634559164725,0,0,0.26470191664545273,0.26470191664545273,0.0,1
18,3,2,1,1,1,-0.23096634559164725,0,0,0.7798287285508692,0.7798287285508692,0.0,1
18,4,1,1,1,1,-0.23096634559164725,0,0,0.6851641632365283,0.6851641632365283,0.0,1
20,5,-2,1,1,1,0.23096634559164725,0,0,0.31291615119386096,0.31291615119386096,0.0,1
18,6,1,1,1,1,-0.23096634559164725,0,0,0.7392572010725391,0.7392572010725391,0.0,1
20,7,-2,1,1,1,0.23096634559164725,1,1,0.19721337120832733,0.19721337120832733,0.0,1
18,8,0,1,1,0,-0.23096634559164725,1,1,0.7730394205888532,0.7730394205888532,0.0,1
27,1,0,1,1,1,-0.4380085982012004,0,0,0.5044435954363025,0.5044435954363025,0.0,1
27,2,-1,1,1,1,-0.4380085982012004,0,0,0.4014366808369946,0.4014366808369946,0.0,1
27,3,-2,1,1,1,-0.4380085982012004,0,0,0.27080013683674914,0.27080013683674914,0.0,1
17,4,1,1,1,1,0.4380085982012004,0,0,0.7293012091945963,0.7293012091945963,0.0,1
27,5,-2,1,1,1,-0.4380085982012004,0,0,0.2672355063055163,0.2672355063055163,0.0,1
27,6,-3,1,1,1,-0.4380085982012004,1,0,0.11806939199911674,0.13596453118684937,-0.017895139187732625,0
