TeamID,EndID,ScoreDiff,Hammer,RefPPAvail,OppPPAvail,EloDiff,ActualDecision,OptimalDecision,ActualWP,OptimalWP,WPDiff,DecisionCorrect
10,5,2,1,1,1,50.909262819354126,0,0,0.8224785542183266,0.8224785542183266,0.0,1
10,7,2,1,1,0,50.909262819354126,0,0,0.9259363700017098,0.9259363700017098,0.0,1
17,1,0,1,1,1,-74.15299624015142,0,0,0.20447470322424108,0.20447470322424108,0.0,1
17,2,-3,1,1,1,-74.15299624015142,0,0,0.08088302124228203,0.08088302124228203,0.0,1
17,4,0,1,1,1,-74.15299624015142,0,0,0.2960854216274859,0.2960854216274859,0.0,1
17,6,-1,1,1,1,-74.15299624015142,1,0,0.2745342261531107,0.3361568813161758,-0.06162265516306514,0
22,2,-4,1,1,1,-269.43333559498365,0,0,0.0312817141187316,0.0312817141187316,0.0,1
22,3,-5,1,1,1,-269.43333559498365,1,0,0.0015070801528935945,0.012210256923381888,-0.010703176770488293,0
10,2,-1,1,1,1,250.0800114818678,0,0,0.9167959765120055,0.9167959765120055,0.0,1
10,5,1,1,1,1,250.0800114818678,0,0,0.9530874117392083,0.9530874117392083,0.0,1
10,7,2,1,1,0,250.0800114818678,0,0,0.9905599005313711,0.9905599005313711,0.0,1
27,1,0,1,1,1,-81.89697186498074,0,0,0.28089577783288966,0.28089577783288966,0.0,1
27,4,2,1,1,1,-81.89697186498074,0,0,0.6331455854045058,0.6331455854045058,0.0,1
27,6,2,1,1,0,-81.89697186498074,0,0,0.8095119376349544,0.8095119376349544,0.0,1
27,7,0,1,1,0,-81.89697186498074,1,0,0.518473970251604,0.6079916778425984,-0.08951770759099442,0
19,1,0,1,1,1,38.546089101968846,0,0,0.48424411186476346,0.48424411186476346,0.0,1
19,3,0,1,1,1,38.546089101968846,0,0,0.5087500459071981,0.5087500459071981,0.0,1
19,5,0,1,1,1,38.546089101968846,0,0,0.5915084621370263,0.5915084621370263,0.0,1
19,6,-2,1,1,1,38.546089101968846,1,0,0.3326938869449106,0.35127811508794443,-0.018584228143033843,0
17,1,0,1,1,1,57.87715568896556,0,0,0.620096985365856,0.620096985365856,0.0,1
17,4,5,1,1,0,57.87715568896556,0,0,0.9783678531656403,0.9783678531656403,0.0,1
17,6,3,1,1,0,57.87715568896556,1,1,0.9635206826350484,0.9635206826350484,0.0,1
18,2,-2,1,1,1,-66.32822519552974,0,0,0.11919335463656267,0.11919335463656267,0.0,1
18,4,-2,1,1,1,-66.32822519552974,0,0,0.12351979631078872,0.12351979631078872,0.0,1
18,5,-3,1,1,1,-66.32822519552974,1,0,0.04595663619908889,0.07472190717200662,-0.028765270972917728,0
20,1,0,1,1,1,226.95288475607458,0,0,0.922647040180081,0.922647040180081,0.0,1
20,3,1,1,1,1,226.95288475607458,0,0,0.9226096147102625,0.9226096147102625,0.0,1
20,5,0,1,1,1,226.95288475607458,0,0,0.8761849162401066,0.8761849162401066,0.0,1
20,7,1,1,1,0,226.95288475607458,1,0,0.9442471678181916,0.9485878760515627,-0.004340708233371071,0
22,1,0,1,1,1,-55.50621180088592,0,0,0.27844823272766744,0.27844823272766744,0.0,1
22,3,-1,1,1,1,-55.50621180088592,0,0,0.21914043625793944,0.21914043625793944,0.0,1
22,4,-4,1,1,1,-55.50621180088592,1,0,0.013892206000228169,0.03591750776807872,-0.02202530176785055,0
10,1,0,1,1,1,-15.418962376175614,0,0,0.3581106079881138,0.3581106079881138,0.0,1
10,2,-1,1,1,1,-15.418962376175614,0,0,0.299046961396336,0.299046961396336,0.0,1
10,3,-2,1,1,1,-15.418962376175614,0,0,0.18189657865417336,0.18189657865417336,0.0,1
10,5,-4,1,1,1,-15.418962376175614,1,0,0.038929866475987854,0.05723825747663678,-0.018308391000648926,0
24,1,0,1,1,1,132.03015192911698,0,0,0.6510286148174094,0.6510286148174094,0.0,1
24,2,-1,1,1,1,132.03015192911698,0,0,0.5504927050812186,0.5504927050812186,0.0,1
24,5,1,1,1,1,132.03015192911698,0,0,0.7768027806028958,0.7768027806028958,0.0,1
24,7,1,1,1,0,132.03015192911698,0,0,0.8758119041885594,0.8758119041885594,0.0,1
24,1,0,1,1,1,213.92712379409772,0,0,0.9544412521015433,0.9544412521015433,0.0,1
24,3,0,1,1,1,213.92712379409772,0,0,0.9144630673130414,0.9144630673130414,0.0,1
24,4,-1,1,1,1,213.92712379409772,0,0,0.8504529993725982,0.8504529993725982,0.0,1
24,7,0,1,1,0,213.92712379409772,1,0,0.8028390336832859,0.8138779651240797,-0.01103893144079382,0
17,2,-1,1,1,1,280.7001204899466,0,0,0.8808448609899352,0.8808448609899352,0.0,1
17,6,1,1,1,0,280.7001204899466,1,0,0.9034270877126995,0.9347320249179842,-0.03130493720528471,0
18,1,0,1,1,1,113.75096752739933,0,0,0.6593269246042204,0.6593269246042204,0.0,1
18,7,7,1,1,0,113.75096752739933,1,0,0.9999999954570628,1.00000000759408,-1.2137017280089424e-08,0
10,2,-1,1,1,1,23.127126725793232,0,0,0.44244978262763557,0.44244978262763557,0.0,1
10,4,-1,1,1,1,23.127126725793232,0,0,0.4562730956352501,0.4562730956352501,0.0,1
20,3,-2,1,1,1,141.53310362096022,0,0,0.37631369632610173,0.37631369632610173,0.0,1
20,5,-3,1,1,1,141.53310362096022,0,0,0.23299952191548412,0.23299952191548412,0.0,1
20,7,0,1,1,0,141.53310362096022,1,0,0.6980186169725251,0.7151598452206738,-0.017141228248148677,0
27,3,-1,1,1,1,140.92599293600028,0,0,0.4886281449830817,0.4886281449830817,0.0,1
27,4,-2,1,1,1,140.92599293600028,0,0,0.37143007737798583,0.37143007737798583,0.0,1
27,5,-3,1,1,1,140.92599293600028,1,0,0.2205036179473445,0.23299952191548412,-0.012495903968139627,0
17,1,0,1,1,1,15.201146631903157,0,0,0.5570035525891361,0.5570035525891361,0.0,1
17,3,1,1,1,1,15.201146631903157,0,0,0.6703980153243613,0.6703980153243613,0.0,1
17,5,1,1,1,1,15.201146631903157,0,0,0.7537153757863597,0.7537153757863597,0.0,1
18,2,-2,1,1,1,-23.652216138467338,0,0,0.21107442395316056,0.21107442395316056,0.0,1
18,3,-3,1,1,1,-23.652216138467338,0,0,0.1101488931688413,0.1101488931688413,0.0,1
18,7,0,1,1,0,-23.652216138467338,1,0,0.5985867761452244,0.6184490963461384,-0.019862320200914052,0
24,4,3,1,1,1,354.853116730098,0,0,0.980288554669436,0.980288554669436,0.0,1
24,6,1,1,1,0,354.853116730098,0,0,0.9504906355494614,0.9504906355494614,0.0,1
10,2,-1,1,1,1,164.66023034675345,0,0,0.8789864670009357,0.8789864670009357,0.0,1
10,4,-1,1,1,1,164.66023034675345,0,0,0.8247499294293152,0.8247499294293152,0.0,1
10,7,-1,1,1,0,164.66023034675345,1,0,0.6829971472590745,0.6989198372625445,-0.01592269000347002,0
10,2,-3,1,1,1,27.257046680886788,0,0,0.17641014364648966,0.17641014364648966,0.0,1
10,3,-5,1,1,1,27.257046680886788,1,0,0.037154243605468075,0.060354148618381745,-0.02319990501291367,0
19,1,0,1,1,1,-89.35414287205458,0,0,0.28089577783288966,0.28089577783288966,0.0,1
19,3,1,1,1,1,-89.35414287205458,0,0,0.4266023454233821,0.4266023454233821,0.0,1
19,4,0,1,1,1,-89.35414287205458,0,0,0.36233358118844583,0.36233358118844583,0.0,1
19,5,-1,1,1,1,-89.35414287205458,0,0,0.32203930857166285,0.32203930857166285,0.0,1
19,7,-3,1,1,0,-89.35414287205458,1,0,0.06365956270063786,0.08794978383567133,-0.02429022113503347,0
18,1,0,1,1,1,-27.782136093560894,0,0,0.32691939491833466,0.32691939491833466,0.0,1
18,3,2,1,1,1,-27.782136093560894,0,0,0.5304608399040094,0.5304608399040094,0.0,1
18,4,1,1,1,1,-27.782136093560894,0,0,0.4586531243498044,0.4586531243498044,0.0,1
18,6,1,1,1,1,-27.782136093560894,0,0,0.6493539854456286,0.6493539854456286,0.0,1
18,8,0,1,1,0,-27.782136093560894,1,0,0.6242132391780615,0.7807469181716442,-0.15653367899358273,0
17,4,1,1,1,1,139.7741275539463,0,0,0.7232769005126944,0.7232769005126944,0.0,1
17,7,2,1,1,0,139.7741275539463,1,0,0.9225988358069452,0.9426530714374397,-0.020054235630494466,0
17,4,1,1,1,1,81.5293718274329,0,0,0.6882718359510342,0.6882718359510342,0.0,1
17,6,0,1,1,1,81.5293718274329,1,0,0.6404987759289347,0.6659544456108699,-0.025455669681935245,0
10,2,-1,1,1,1,-104.7731052482302,0,0,0.36508553384396614,0.36508553384396614,0.0,1
10,4,0,1,1,1,-104.7731052482302,0,0,0.4948432495642939,0.4948432495642939,0.0,1
10,5,-2,1,1,1,-104.7731052482302,0,0,0.26754541956915684,0.26754541956915684,0.0,1
10,7,-1,1,1,1,-104.7731052482302,1,0,0.28436349152973933,0.32018959549856785,-0.035826103968828515,0
20,1,0,1,1,1,86.0268918200743,0,0,0.6341129387104237,0.6341129387104237,0.0,1
20,2,-3,1,1,1,86.0268918200743,0,0,0.3770470727435129,0.3770470727435129,0.0,1
20,4,-3,1,1,1,86.0268918200743,0,0,0.3091130485491501,0.3091130485491501,0.0,1
20,5,-4,1,1,1,86.0268918200743,1,0,0.16679625002725207,0.19290870817827427,-0.0261124581510222,0
22,2,-1,1,1,1,85.41978113511436,0,0,0.5427062413348783,0.5427062413348783,0.0,1
22,4,-3,1,1,1,85.41978113511436,0,0,0.3091130485491501,0.3091130485491501,0.0,1
22,5,-4,1,1,1,85.41978113511436,1,0,0.16679625002725207,0.19290870817827427,-0.0261124581510222,0
19,2,-1,1,1,1,-89.35414287205458,0,0,0.2402557099758037,0.2402557099758037,0.0,1
19,3,-2,1,1,1,-89.35414287205458,0,0,0.15255879229306807,0.15255879229306807,0.0,1
19,4,-4,1,1,1,-89.35414287205458,1,0,0.015047800906965633,0.0423372038801029,-0.027289402973137263,0
17,1,0,1,1,1,139.7741275539463,0,0,0.6121660713018849,0.6121660713018849,0.0,1
17,2,-1,1,1,1,139.7741275539463,0,0,0.5176923537553342,0.5176923537553342,0.0,1
17,4,-2,1,1,1,139.7741275539463,0,0,0.37143007737798583,0.37143007737798583,0.0,1
17,6,-2,1,1,1,139.7741275539463,1,0,0.3025425149936555,0.328913029893231,-0.026370514899575537,0
19,2,-1,1,1,1,124.57298092204314,0,0,0.6196265323205405,0.6196265323205405,0.0,1
17,3,0,1,1,1,-74.15299624015142,0,0,0.24714106325562482,0.24714106325562482,0.0,1
17,4,-1,1,1,1,-74.15299624015142,0,0,0.19923066115187124,0.19923066115187124,0.0,1
17,5,-4,1,1,1,-74.15299624015142,1,0,0.017108044733716295,0.032321741842693846,-0.015213697108977551,0
36,2,-3,1,1,1,-78.5245670054835,0,0,0.11175480797723494,0.11175480797723494,0.0,1
36,3,-4,1,1,1,-78.5245670054835,0,0,0.04838106098518964,0.04838106098518964,0.0,1
36,6,-5,1,1,1,-78.5245670054835,1,0,0.004283873317843619,0.012261883225152806,-0.007978009907309187,0
25,3,0,1,1,1,-195.13332143101138,0,0,0.4349715288374304,0.4349715288374304,0.0,1
25,5,0,1,1,1,-195.13332143101138,0,0,0.558046101500855,0.558046101500855,0.0,1
25,6,-1,1,1,1,-195.13332143101138,0,0,0.5228812681417814,0.5228812681417814,0.0,1
25,8,-1,1,1,0,-195.13332143101138,1,0,0.5238012820482254,0.7348438054323196,-0.21104252338409424,0
10,1,0,1,1,1,-22.832727443944123,0,0,0.3581106079881138,0.3581106079881138,0.0,1
10,4,4,1,1,1,-22.832727443944123,0,0,0.8835350760936196,0.8835350760936196,0.0,1
10,6,3,1,1,0,-22.832727443944123,0,1,0.9211987230694727,0.9231889406632816,-0.0019902175938089073,0
22,3,0,1,1,1,-269.43333559498365,0,0,0.2780993691064243,0.2780993691064243,0.0,1
22,5,-1,1,1,1,-269.43333559498365,0,0,0.27540120324789796,0.27540120324789796,0.0,1
22,6,-2,1,1,1,-269.43333559498365,1,0,0.11356220249989485,0.19960088036053023,-0.08603867786063538,0
11,1,0,1,1,1,-153.53886094177278,0,0,0.3801284375172908,0.3801284375172908,0.0,1
11,3,-1,1,1,1,-153.53886094177278,0,0,0.2890050872857384,0.2890050872857384,0.0,1
11,5,2,1,1,1,-153.53886094177278,0,0,0.7819961103429565,0.7819961103429565,0.0,1
11,7,1,1,1,0,-153.53886094177278,0,0,0.8343679247625225,0.8343679247625225,0.0,1
11,8,0,1,1,0,-153.53886094177278,1,0,0.7217356264591217,0.7757104635238647,-0.05397483706474304,0
15,2,-3,1,1,1,-189.28418177871822,0,0,0.07940549313578861,0.07940549313578861,0.0,1
15,4,-3,1,1,1,-189.28418177871822,0,0,0.06044388935884865,0.06044388935884865,0.0,1
15,6,-3,1,1,1,-189.28418177871822,1,0,0.044229339541256046,0.07384982296642066,-0.029620483425164615,0
17,2,-1,1,1,1,311.08019331262744,0,0,0.9326782167436787,0.9326782167436787,0.0,1
17,6,3,1,1,1,311.08019331262744,0,0,0.9801489922228885,0.9801489922228885,0.0,1
17,8,2,1,1,0,311.08019331262744,1,1,0.9289142861962318,0.9289142861962318,0.0,1
18,1,0,1,1,1,185.42495810342575,0,0,0.9541383831163599,0.9541383831163599,0.0,1
18,6,8,1,1,0,185.42495810342575,1,0,0.9999999462857425,0.999999981160675,-3.487493249743068e-08,0
28,3,0,1,1,1,54.24644103686637,0,0,0.5468577823817056,0.5468577823817056,0.0,1
28,5,0,1,1,1,54.24644103686637,0,1,0.6452848521293059,0.6505041283066254,-0.005219276177319543,0
28,7,0,1,1,1,54.24644103686637,1,1,0.6404487792942486,0.6404487792942486,0.0,1
19,1,0,1,1,1,38.546089101968846,0,0,0.48424411186476346,0.48424411186476346,0.0,1
19,2,-2,1,1,1,38.546089101968846,0,0,0.29670361490056507,0.29670361490056507,0.0,1
19,3,-3,1,1,1,38.546089101968846,0,0,0.1835330143747378,0.1835330143747378,0.0,1
19,6,-1,1,1,1,38.546089101968846,1,0,0.5158188436893021,0.530406346207748,-0.014587502518445872,0
24,1,0,1,1,1,132.03015192911698,0,0,0.6510286148174094,0.6510286148174094,0.0,1
24,3,-1,1,1,1,132.03015192911698,0,0,0.5225943300440057,0.5225943300440057,0.0,1
24,4,-3,1,1,1,132.03015192911698,0,0,0.27393299485883504,0.27393299485883504,0.0,1
24,5,-4,1,1,1,132.03015192911698,1,0,0.13068590702187105,0.1473611528491871,-0.016675245827316054,0
22,6,3,1,1,0,34.644385102226124,1,0,0.9439260796310252,0.9448740191212174,-0.0009479394901922289,0
37,2,-1,1,1,1,109.5653170571577,0,0,0.5742458566241497,0.5742458566241497,0.0,1
37,4,1,1,1,1,109.5653170571577,0,0,0.7418941814369701,0.7418941814369701,0.0,1
37,6,1,1,1,1,109.5653170571577,1,0,0.767857387025688,0.7857429620978681,-0.017885575072180138,0
11,2,-3,1,1,1,-187.58631977205528,0,0,0.07940549313578861,0.07940549313578861,0.0,1
11,3,-4,1,1,1,-187.58631977205528,0,0,0.02964017757314208,0.02964017757314208,0.0,1
11,5,-4,1,1,1,-187.58631977205528,1,0,0.014873081771615258,0.029892111741670065,-0.015019029970054807,0
10,1,0,1,1,1,222.39036811189817,0,0,0.9615760898704075,0.9615760898704075,0.0,1
10,4,2,1,1,1,222.39036811189817,0,0,0.9759696925975535,0.9759696925975535,0.0,1
10,6,2,1,1,0,222.39036811189817,0,0,0.9854699942083228,0.9854699942083228,0.0,1
10,8,2,1,1,0,222.39036811189817,1,1,0.9803486065939069,0.9803486065939069,0.0,1
17,4,1,1,1,1,282.90951763350176,0,0,0.9328362542404375,0.9328362542404375,0.0,1
17,6,2,1,1,0,282.90951763350176,1,0,0.9535202229104407,0.969359689662372,-0.015839466751931264,0
15,1,0,1,1,1,-16.93680498840422,0,0,0.3581106079881138,0.3581106079881138,0.0,1
15,3,3,1,1,1,-16.93680498840422,0,0,0.7058413616371658,0.7058413616371658,0.0,1
15,4,0,1,1,1,-16.93680498840422,0,0,0.4418520999235874,0.4418520999235874,0.0,1
15,6,-4,1,1,1,-16.93680498840422,0,0,0.04095518765396047,0.04095518765396047,0.0,1
15,7,-6,1,1,1,-16.93680498840422,1,0,7.364601982587747e-06,3.561521153504793e-05,-2.8250609552460185e-05,0
16,2,-1,1,1,1,-2.5684640724493875,0,0,0.46342324552212166,0.46342324552212166,0.0,1
16,4,-1,1,1,1,-2.5684640724493875,0,0,0.4880571928529195,0.4880571928529195,0.0,1
16,6,-1,1,1,1,-2.5684640724493875,1,0,0.559800962955513,0.5881844746632472,-0.028383511707734232,0
19,1,0,1,1,1,251.7531832989555,0,0,0.958844647678022,0.958844647678022,0.0,1
19,4,3,1,1,1,251.7531832989555,0,0,0.9885199922368689,0.9885199922368689,0.0,1
19,5,2,1,1,1,251.7531832989555,0,0,0.9807638474823464,0.9807638474823464,0.0,1
18,2,-1,1,1,1,229.55082148519455,0,0,0.8753307886831024,0.8753307886831024,0.0,1
18,6,0,1,1,1,229.55082148519455,0,0,0.8898967215585059,0.8898967215585059,0.0,1
18,7,-1,1,1,1,229.55082148519455,1,1,0.7365363551791433,0.7365363551791433,0.0,1
14,3,1,1,1,1,245.2230955558423,0,0,0.9593097221897562,0.9593097221897562,0.0,1
14,5,1,1,1,1,245.2230955558423,0,0,0.9530874117392083,0.9530874117392083,0.0,1
14,7,1,1,1,0,245.2230955558423,1,0,0.9621798994525474,0.9636640220298622,-0.0014841225773147837,0
11,1,0,1,1,1,-43.97354388461508,0,0,0.3712884181722512,0.3712884181722512,0.0,1
11,3,3,1,1,1,-43.97354388461508,0,0,0.7294074800754212,0.7294074800754212,0.0,1
11,4,2,1,1,1,-43.97354388461508,0,0,0.6880419176506879,0.6880419176506879,0.0,1
11,6,2,1,1,1,-43.97354388461508,0,0,0.8311741711654139,0.8311741711654139,0.0,1
11,8,2,1,1,0,-43.97354388461508,1,1,0.9573074635118246,0.9573074635118246,0.0,1
24,2,-2,1,1,1,304.07772069720977,0,0,0.9174825220993095,0.9174825220993095,0.0,1
24,5,1,1,1,1,304.07772069720977,0,0,0.9638778991021908,0.9638778991021908,0.0,1
24,7,2,1,1,0,304.07772069720977,1,0,0.9771506758324378,0.9831748798559229,-0.006024204023485136,0
10,1,0,1,1,1,11.214731386338372,0,0,0.5601547073684563,0.5601547073684563,0.0,1
10,3,1,1,1,1,11.214731386338372,0,0,0.6768860914604663,0.6768860914604663,0.0,1
10,5,1,1,1,1,11.214731386338372,0,0,0.7581858911272878,0.7581858911272878,0.0,1
10,6,0,1,1,1,11.214731386338372,0,0,0.7075434949198469,0.7075434949198469,0.0,1
10,8,-1,1,1,0,11.214731386338372,1,0,0.5669989362359047,0.734283834695816,-0.16728489845991135,0
22,1,0,1,1,1,-137.40318366586666,0,0,0.3975655077755332,0.3975655077755332,0.0,1
22,6,3,1,1,0,-137.40318366586666,1,0,0.9379162646456207,0.939734401799537,-0.0018181371539163216,0
23,2,-2,1,1,1,44.125863381768795,0,0,0.29670361490056507,0.29670361490056507,0.0,1
23,4,-3,1,1,1,44.125863381768795,1,0,0.136416922414552,0.17522754902806242,-0.038810626613510424,0
16,2,-1,1,1,1,-41.11455317441823,0,0,0.29826619466485704,0.29826619466485704,0.0,1
16,4,1,1,1,1,-41.11455317441823,0,0,0.5341917676511411,0.5341917676511411,0.0,1
16,5,0,1,1,1,-41.11455317441823,0,0,0.44412658656657683,0.44412658656657683,0.0,1
16,7,1,1,1,0,-41.11455317441823,1,0,0.7791422507246963,0.8170837010736787,-0.03794145034898233,0
15,2,-3,1,1,1,37.30963604846215,0,0,0.20994165570075152,0.20994165570075152,0.0,1
15,4,-4,1,1,1,37.30963604846215,1,0,0.0652539472970497,0.09382214999427849,-0.02856820269722879,0
18,2,-1,1,1,1,-27.782136093560894,0,0,0.24770499586937061,0.24770499586937061,0.0,1
18,3,-2,1,1,1,-27.782136093560894,0,0,0.1259658371091144,0.1259658371091144,0.0,1
18,4,-3,1,1,1,-27.782136093560894,0,0,0.06040221090516652,0.06040221090516652,0.0,1
18,5,-4,1,1,1,-27.782136093560894,1,0,0.014437422465807604,0.02703897052777502,-0.012601548061967416,0
17,1,0,1,1,1,228.6630765966354,0,0,0.922647040180081,0.922647040180081,0.0,1
17,6,4,1,1,0,228.6630765966354,0,1,0.9985572789372106,0.9988153600204421,-0.0002580810832315539,0
17,7,3,1,1,0,228.6630765966354,1,0,0.9914303383502067,0.9932269882488882,-0.0017966498986815571,0
22,2,-5,1,1,1,-153.44549896041508,0,0,0.057003044724484656,0.057003044724484656,0.0,1
22,3,-6,1,1,1,-153.44549896041508,1,0,0.003985808093730373,0.017729114636394483,-0.01374330654266411,0
10,1,0,1,1,1,-104.7731052482302,0,0,0.4459279053803683,0.4459279053803683,0.0,1
10,2,-1,1,1,1,-104.7731052482302,0,0,0.36508553384396614,0.36508553384396614,0.0,1
10,3,-2,1,1,1,-104.7731052482302,0,0,0.2421516033773895,0.2421516033773895,0.0,1
10,5,-1,1,1,1,-104.7731052482302,0,0,0.4050709680923763,0.4050709680923763,0.0,1
10,7,0,1,1,1,-104.7731052482302,1,0,0.5796974441479478,0.6407359168418204,-0.061038472693872636,0
11,1,0,1,1,1,-137.49654564722437,0,0,0.3975655077755332,0.3975655077755332,0.0,1
11,3,0,1,1,1,-137.49654564722437,0,0,0.402515673111198,0.402515673111198,0.0,1
11,5,-1,1,1,1,-137.49654564722437,0,0,0.36428391737091526,0.36428391737091526,0.0,1
11,7,0,1,1,0,-137.49654564722437,1,0,0.5007764892667794,0.5545012243320452,-0.05372473506526576,0
14,1,0,1,1,1,143.6127758874402,0,0,0.6121660713018849,0.6121660713018849,0.0,1
14,3,1,1,1,1,143.6127758874402,0,0,0.7070547127055998,0.7070547127055998,0.0,1
14,6,2,1,1,0,143.6127758874402,0,0,0.9021491158909485,0.9021491158909485,0.0,1
25,1,0,1,1,1,-23.085752662918594,0,0,0.3581106079881138,0.3581106079881138,0.0,1
25,5,3,1,1,0,-23.085752662918594,0,0,0.8754571025986903,0.8754571025986903,0.0,1
